eom,ic_pearson,ic_spearman,best_alpha,n_nonzero,n_train,n_features,scoring_year,train_end_year,long_ret,short_ret,qspread,net_qspread,turnover,n_long,n_short,n_universe
1987-10-31,0.026197803062688544,0.02869573883779151,0.0012510548061084835,12,179922,89,1987,1986,-0.05828242216096004,-0.047479264290228834,-0.010803157870731203,-0.012438761656648058,0.8178018929584281,189,189,1894
1987-11-30,-0.016915408599556234,-0.04108499383785721,0.0012510548061084835,12,179922,89,1987,1986,0.05967105896182414,0.12679669078578826,-0.06712563182396411,-0.06899204761229966,0.9332078941677735,185,185,1857
1987-12-31,0.015929358998085053,0.0009082719635821547,0.0012510548061084835,12,179922,89,1987,1986,0.0364072251270197,0.01607210344048048,0.020335121686539222,0.01869328706894841,0.8209173087954063,189,189,1897
1988-01-31,-0.007756643387792648,-0.01744535423843647,0.0026972071751068865,4,213202,80,1988,1987,0.07924887098803354,0.06131578439753372,0.017933086590499824,0.01580849724717967,1.0622946716600759,192,192,1922
1988-02-29,-0.001601699526177135,0.003383626465019164,0.0026972071751068865,4,213202,80,1988,1987,0.0027641881253809937,0.010583075522746642,-0.007818887397365647,-0.009001857149958806,0.5914848762965792,194,194,1946
1988-03-31,0.001914110278698729,-0.027251466159429173,0.0026972071751068865,4,213202,80,1988,1987,0.0018184793730273109,0.009565167277363416,-0.0077466879043361055,-0.008987186251415808,0.6202491735398513,198,198,1980
1988-04-30,-0.010104168945536859,-0.011904776172782924,0.0026972071751068865,4,213202,80,1988,1987,-0.016472439707159177,-0.012543318548509003,-0.0039291211586501736,-0.00535684086130068,0.7138598513252532,197,197,1973
1988-05-31,0.0032387165537892787,0.05084456341471643,0.0026972071751068865,4,213202,80,1988,1987,0.056096072549616495,0.054084140623195304,0.0020119319264211913,0.0004822826431786151,0.764824641621288,196,196,1969
1988-06-30,0.03015179755942289,-1.588761140067183e-05,0.0026972071751068865,4,213202,80,1988,1987,-0.01291306645363917,-0.013613590850151815,0.0007005243965126449,-0.000397473487226817,0.548998941869731,199,199,1998
1988-07-31,-0.003004687885059957,-0.002182612941012358,0.0026972071751068865,4,213202,80,1988,1987,-0.02256365027018088,-0.039864918097810946,0.017301267827630067,0.016142861553851594,0.579203136889237,199,199,1995
1988-08-31,0.031109916145162644,0.012861915665568179,0.0026972071751068865,4,213202,80,1988,1987,0.043486488291243526,0.028693183001204433,0.014793305290039093,0.013690528662581348,0.5513883137288728,197,197,1977
1988-09-30,-0.004787173385675085,-0.02078184972331293,0.0026972071751068865,4,213202,80,1988,1987,-0.002885987507949797,-0.0028571018067013692,-2.8885701248427577e-05,-0.0011650524112727862,0.5680833550121793,200,200,2001
