feature,gain,gain_norm,weight,cover
f334,2.5550814822868064,0.003014554525113478,25.555555555555557,149309.97319878472
f211,2.550064796941322,0.003965714753643947,6.587719298245614,76705.24429588986
f157,2.5467628077564077,0.003319677406708864,5.982905982905983,73452.71433147202
f213,2.5419969505017943,0.003976858210219525,8.954954954954955,68997.26364328196
f214,2.537272406053973,0.003996468773770884,10.612612612612613,94352.42353972014
f10,2.5201906243960064,0.0033785821373221473,26.05833333333333,231101.92762492498
f160,2.504217749102074,0.003327541065173779,6.035087719298246,74864.2933678878
f223,2.4926527213846517,0.003587908137140482,9.444444444444445,81746.34528448642
f1,2.4496479401985805,0.003554946383842565,8.716666666666667,87870.17762858073
f225,2.446824229680575,0.003432337726911441,9.444444444444445,95098.09525031717
f148,2.444727781656626,0.003501920989272565,6.225225225225225,68856.05756962407
f234,2.438389337062836,0.003469644554657955,13.1,105189.39296404521
f328,2.4269884758525424,0.002861658332332208,22.972222222222225,181853.06253729927
f224,2.4259593206593117,0.0035472415425483895,7.726495726495726,79005.80819206564
f222,2.407793275311462,0.0034219973699836747,7.188034188034187,75439.65838740423
f226,2.404409431417783,0.0034268406565112278,11.15,113903.6974029541
f0,2.39137358268102,0.003255939300806935,18.941666666666666,123769.15693766277
f208,2.380264795663064,0.003726454319578198,8.447368421052632,94303.62183366742
f329,2.3789612319734363,0.0027917245038613665,18.11111111111111,119308.71750217014
f326,2.3651605263734474,0.0027628866395149926,25.717948717948715,191997.15427183494
f37,2.364024405678113,0.003161026847960445,16.475,84492.47794291179
f240,2.363588485631857,0.0034673213780352786,7.306306306306306,78401.02677298881
f190,2.3623900708989205,0.0033743683585192663,11.05982905982906,75084.12477150942
f228,2.339351773262024,0.003325784918587769,9.760683760683762,87595.41510387974
f150,2.3360503472779928,0.0033419255286469634,5.684210526315789,65865.71916760896
f24,2.3344238857428232,0.0032196897440331445,32.825,79218.14494628906
f151,2.333178439684082,0.0031889707213920526,5.4035087719298245,69954.89458264802
f192,2.330401491915059,0.003358578376911987,11.102564102564102,94847.57449314737
f209,2.3280769555996628,0.003621171181757846,8.213675213675213,63632.83489631588
f325,2.3236382219526504,0.00271089465887024,27.355555555555554,148721.63854166667
f18,2.323335361480713,0.0031267734252458123,33.19166666666667,268414.4889160156
f141,2.3195997731298466,0.003120496708883972,6.239316239316239,66907.683983436
f210,2.318301893197573,0.0034603351284704952,6.606837606837607,76641.66373169728
f242,2.304428594154224,0.0032485581804810766,9.631578947368421,95715.81428179824
f44,2.2902475344507316,0.0031738879836077263,6.894736842105263,67322.848784865
f136,2.2855922718842825,0.0031055214993391802,5.808333333333334,62521.128299967444
